model_id,model,P_vector,model_average_fidelity,model_average_fidelity_gauge
20260213_143415_perturbed_549,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9659773095493649-0.1379012364560057j), (0.18993862398855918+0.10860205125599022j)], [(-0.09939374457500613-0.19491528918746834j), (-0.18394239608457608+0.9582766346431439j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.089863, 0.14067, 0.372112]",0.679972,
20260213_143415_perturbed_550,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.090048, 0.185796, 0.571226]",0.677893,
20260213_143415_perturbed_551,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.078079, 0.342325, 0.713165]",0.613637,
20260213_143415_perturbed_552,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.615719, 0.566377, 0.859843]",0.812474,
20260213_143415_perturbed_553,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.79343, 0.645346, 0.714439]",0.870175,
20260213_143415_perturbed_554,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.337017, 0.239298, 0.251569]",0.782066,
20260213_143415_perturbed_555,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.193345, 0.23319, 0.688761]",0.632959,
20260213_143415_perturbed_556,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.295104, 0.59539, 0.888215]",0.766568,
20260213_143415_perturbed_557,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.606668, 0.746196, 0.78771]",0.860822,
20260213_143415_perturbed_558,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.113535, 0.322052, 0.698665]",0.606152,
20260213_143415_perturbed_559,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9303065865071874-0.01262876592991575j), (-0.36639204640250006-0.011271100452975753j)], [(0.26858554035230425+0.2494633778455137j), (0.6529794441462441+0.662757630020228j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.089863, 0.379453, 0.761391]",0.639751,
20260213_143415_perturbed_560,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.090048, 0.907375, 0.08364]",0.620787,
20260213_143415_perturbed_561,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.078079, 0.804647, 0.084381]",0.556532,
20260213_143415_perturbed_562,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.615719, 0.306037, 0.571491]",0.755368,
20260213_143415_perturbed_563,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.79343, 0.191121, 0.750397]",0.813069,
20260213_143415_perturbed_564,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.337017, 0.719853, 0.393971]",0.72496,
20260213_143415_perturbed_565,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.193345, 0.745458, 0.198007]",0.575853,
20260213_143415_perturbed_566,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.295104, 0.560007, 0.25124]",0.709463,
20260213_143415_perturbed_567,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.606668, 0.317465, 0.548771]",0.803716,
20260213_143415_perturbed_568,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.113535, 0.775784, 0.126429]",0.549046,
20260213_143415_perturbed_569,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.5233064570685777+0.516867424582095j), (0.6608817366110686-0.14910985081524097j)], [(0.6170430766618791-0.2797432017759278j), (-0.1055766858420614+0.7279114960009916j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.089863, 0.779404, 0.087059]",0.582645,
20260213_143415_perturbed_570,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.090048, 0.070039, 0.093646]",0.722586,
20260213_143415_perturbed_571,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.078079, 0.118875, 0.092339]",0.658331,
20260213_143415_perturbed_572,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.615719, 0.431064, 0.670794]",0.857168,
20260213_143415_perturbed_573,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.79343, 0.628381, 0.836571]",0.914869,
20260213_143415_perturbed_574,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.337017, 0.330595, 0.273651]",0.826759,
20260213_143415_perturbed_575,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.193345, 0.079755, 0.198564]",0.677653,
20260213_143415_perturbed_576,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.295104, 0.334006, 0.361308]",0.811262,
20260213_143415_perturbed_577,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.606668, 0.619261, 0.674191]",0.905515,
20260213_143415_perturbed_578,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.113535, 0.118364, 0.120693]",0.650846,
20260213_143415_perturbed_579,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.9733526560152668+0.03531130910303391j), (-0.2029855715437895+0.1006706323735839j)], [(-0.09527478414053292+0.2055734272332663j), (0.06100469163393124+0.9720806083454154j)]], [[(0.5+0j), (0.48365284596713287-0.12680664252275156j)], [(0.48365284596713287+0.12680664252275156j), (0.5+0j)]]]","[0.089863, 0.133152, 0.115005]",0.684444,
20260213_143415_perturbed_580,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.7350621658824833+0j), (0.4413000998987378+0j)], [(0.4413000998987378+0j), (0.26493783411751676+0j)]]]","[0.090048, 0.214885, 0.40669]",0.634163,
20260213_143415_perturbed_581,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (0.4975482521879447-0.04945439055049937j)], [(0.4975482521879447+0.04945439055049937j), (0.5+0j)]]]","[0.078079, 0.095762, 0.229003]",0.569908,
20260213_143415_perturbed_582,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (-0.017894239924744707-0.38617962128111005j)], [(-0.017894239924744707+0.38617962128111005j), (0.5+0j)]]]","[0.615719, 0.341383, 0.438049]",0.768745,
20260213_143415_perturbed_583,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (-0.25129988330819936-0.3263740578886814j)], [(-0.25129988330819936+0.3263740578886814j), (0.5+0j)]]]","[0.79343, 0.558084, 0.561212]",0.826445,
20260213_143415_perturbed_584,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (0.19219697996393978+0.46158457609926795j)], [(0.19219697996393978-0.46158457609926795j), (0.5+0j)]]]","[0.337017, 0.433813, 0.608729]",0.738336,
20260213_143415_perturbed_585,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]]]","[0.193345, 0.120042, 0.393469]",0.58923,
20260213_143415_perturbed_586,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (0.24162300040047102-0.43774230510366924j)], [(0.24162300040047102+0.43774230510366924j), (0.5+0j)]]]","[0.295104, 0.226258, 0.184714]",0.722839,
20260213_143415_perturbed_587,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.5+0j), (-0.1257878316178867-0.4839188169692002j)], [(-0.1257878316178867+0.4839188169692002j), (0.5+0j)]]]","[0.606668, 0.509288, 0.348115]",0.817092,
20260213_143415_perturbed_588,"[[[(0.5760003103069374+0j), (0.42399968969306256+0j)], [(0.42399968969306256+0j), (0.42399968969306256+0j)]], [[(0.6634718842038863-0.3481520332878431j), (-0.65976641560254-0.05747605963757785j)], [(0.6473999039398937+0.13952987123588395j), (0.5313900570833687+0.528232322604788j)]], [[(0.4808663550850083+0j), (0.4808663550850083+0j)], [(0.4808663550850083+0j), (0.5191336449149917+0j)]]]","[0.113535, 0.094551, 0.267326]",0.562422,
